	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11107_c0_g2_i4	RMX40869.1	2438	1	2.0E-213	97.64	3	P:GO:0009058; F:GO:0016844; C:GO:0016021	P:biosynthetic process; F:strictosidine synthase activity; C:integral component of membrane	EC:4.3.3.2	Strictosidine synthase			
true	[BLASTED, MAPPED]	TRINITY_DN11108_c0_g1_i2	PFX31114.1	588	1	9.4E-8	59.32	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	TRINITY_DN11108_c0_g3_i6	XP_027059845.1	1049	1	3.8E-169	97.99								
true	[BLASTED]	TRINITY_DN11109_c0_g1_i2	XP_027049253.1	2109	1	6.5E-269	99.79								
true	[BLASTED]	TRINITY_DN11110_c0_g1_i2	XP_027039396.1	3820	1	0.0	99.52								
true	[BLASTED]	TRINITY_DN11112_c0_g1_i1	CAE7948123.1	1513	1	1.2E-261	100.0								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11113_c0_g1_i1	RMX40941.1	615	1	2.4E-78	79.51	3	P:GO:0070588; F:GO:0005262; C:GO:0016021	P:calcium ion transmembrane transport; F:calcium channel activity; C:integral component of membrane	EC:7	Translocases			
true	[BLASTED]	TRINITY_DN11113_c0_g2_i1	XP_027050019.1	507	1	1.0E-74	80.36								
true	[BLASTED]	TRINITY_DN11117_c0_g1_i1	OLP96628.1	446	1	1.1E-13	97.78								
true	[BLASTED, MAPPED]	TRINITY_DN11121_c0_g1_i2	PFX24155.1	4609	1	0.0	69.14	4	P:GO:0007165; P:GO:0016310; F:GO:0000166; F:GO:0016301	P:signal transduction; P:phosphorylation; F:nucleotide binding; F:kinase activity					
true	[BLASTED]	TRINITY_DN11122_c0_g1_i1	XP_022791489.1	934	1	2.0E-161	89.35								
true	[BLASTED]	TRINITY_DN11124_c0_g1_i2	CAE7395516.1	884	1	2.7E-115	95.0								
true	[BLASTED]	TRINITY_DN11125_c0_g4_i1	XP_027041354.1	1937	1	8.4E-106	100.0								
true	[BLASTED]	TRINITY_DN11127_c0_g1_i4	XP_027047924.1	788	1	1.5E-125	85.88								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11127_c0_g2_i1	RMX56686.1	341	1	1.8E-56	96.46	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	TRINITY_DN11127_c1_g1_i1	XP_027051857.1	322	1	2.1E-46	90.48								
true	[BLASTED]	TRINITY_DN11129_c0_g1_i2	XP_027045623.1	1489	1	5.4E-169	98.98								
true	[BLASTED]	TRINITY_DN11130_c0_g1_i5	RMX59287.1	911	1	1.5E-129	79.05								
true	[BLASTED]	TRINITY_DN11133_c0_g1_i1	CAE7319990.1	3634	1	0.0	96.11								
true	[BLASTED]	TRINITY_DN11134_c0_g1_i2	XP_022778994.1	2887	1	2.3E-176	84.2								
true	[BLASTED]	TRINITY_DN11135_c0_g1_i2	XP_027049331.1	373	1	9.3E-62	93.55								
true	[BLASTED]	TRINITY_DN11140_c0_g1_i2	RMX46706.1	862	1	6.4E-13	86.67								
true	[BLASTED]	TRINITY_DN11141_c0_g1_i2	XP_027051283.1	1462	1	3.2E-97	91.93								
true	[BLASTED]	TRINITY_DN11142_c0_g1_i1	XP_022805020.1	1429	1	1.7E-63	85.81								
true	[BLASTED]	TRINITY_DN11144_c0_g1_i1	XP_027039758.1	2111	1	1.6E-267	99.48								
true	[BLASTED]	TRINITY_DN11145_c0_g1_i2	CAE6971385.1	1514	1	2.9E-218	88.12								
true	[BLASTED]	TRINITY_DN11146_c0_g1_i1	XP_022801465.1	527	1	9.3E-7	81.58								
true	[BLASTED]	TRINITY_DN11146_c0_g2_i1	XP_027043817.1	2292	1	9.0E-131	99.16								
true	[BLASTED]	TRINITY_DN11147_c0_g1_i6	XP_022785151.1	742	1	2.8E-81	68.95								
true	[BLASTED]	TRINITY_DN11148_c0_g1_i7	RMX55455.1	1711	1	5.3E-152	71.03								
true	[BLASTED]	TRINITY_DN11149_c0_g1_i1	XP_027042983.1	3206	1	4.7E-69	46.83								
true	[BLASTED]	TRINITY_DN11149_c0_g2_i1	XP_020618054.1	1239	1	8.3E-6	63.27								
true	[BLASTED]	TRINITY_DN11151_c0_g1_i1	XP_020612557.1	3895	1	2.4E-216	76.16								
true	[BLASTED]	TRINITY_DN11152_c0_g1_i1	XP_027043992.1	3788	1	0.0	97.67								
true	[BLASTED]	TRINITY_DN11152_c0_g2_i3	XP_027043988.1	1711	1	7.4E-114	99.52								
true	[BLASTED]	TRINITY_DN11153_c0_g1_i1	CAE7864862.1	3798	1	0.0	99.13								
true	[BLASTED]	TRINITY_DN11154_c0_g1_i3	XP_022797759.1	2562	1	4.7E-189	67.86								
true	[BLASTED]	TRINITY_DN11156_c0_g2_i2	XP_027055214.1	2248	1	6.1E-39	100.0								
true	[BLASTED]	TRINITY_DN11157_c0_g2_i1	CAE6939767.1	6341	1	0.0	96.88								
true	[BLASTED]	TRINITY_DN11158_c0_g1_i1	XP_022777681.1	430	1	4.9E-22	81.03								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11158_c0_g2_i1	PFX18779.1	401	1	1.8E-50	73.48	4	P:GO:0006468; F:GO:0000166; F:GO:0004713; C:GO:0016020	P:protein phosphorylation; F:nucleotide binding; F:protein tyrosine kinase activity; C:membrane	EC:2.7.1	Transferring phosphorus-containing groups			
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11158_c0_g3_i2	PFX18779.1	621	1	1.0E-76	72.38	4	P:GO:0006468; F:GO:0000166; F:GO:0004713; C:GO:0016020	P:protein phosphorylation; F:nucleotide binding; F:protein tyrosine kinase activity; C:membrane	EC:2.7.1	Transferring phosphorus-containing groups			
true	[BLASTED]	TRINITY_DN11158_c1_g1_i1	XP_027035860.1	389	1	8.9E-7	83.33								
true	[BLASTED]	TRINITY_DN11159_c0_g1_i1	XP_027047697.1	2383	1	6.8E-299	94.79								
true	[BLASTED, MAPPED]	TRINITY_DN11160_c0_g1_i3	RMX47093.1	818	1	9.5E-59	65.17	1	P:GO:0042981	P:regulation of apoptotic process					
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11160_c0_g2_i1	RMX47093.1	875	1	2.3E-82	86.57	1	P:GO:0042981	P:regulation of apoptotic process					
true	[BLASTED]	TRINITY_DN11161_c0_g1_i1	OLQ09987.1	779	1	2.9E-150	99.21								
true	[BLASTED]	TRINITY_DN11163_c0_g1_i4	RMX53332.1	1122	1	1.3E-34	97.5								
true	[BLASTED]	TRINITY_DN11166_c0_g1_i2	XP_027040391.1	1947	1	5.6E-134	59.74								
true	[BLASTED]	TRINITY_DN11166_c0_g2_i2	XP_027048982.1	2878	1	2.5E-287	99.01								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11169_c0_g1_i1	RMX46588.1	1117	1	9.0E-44	100.0	5	P:GO:0007018; F:GO:0045505; C:GO:0005737; C:GO:0005868; C:GO:0005874	P:microtubule-based movement; F:dynein intermediate chain binding; C:cytoplasm; C:cytoplasmic dynein complex; C:microtubule					
true	[BLASTED]	TRINITY_DN11170_c0_g1_i1	XP_027042108.1	2109	1	0.0	99.07								
true	[BLASTED]	TRINITY_DN11173_c0_g1_i1	RMX37268.1	400	1	2.0E-22	87.1								
true	[BLASTED]	TRINITY_DN11174_c0_g1_i6	PFX11462.1	601	1	4.1E-59	77.07								
true	[BLASTED]	TRINITY_DN11176_c0_g1_i1	XP_022780050.1	369	1	2.0E-56	85.25								
true	[BLASTED]	TRINITY_DN11177_c0_g1_i3	CAE7526879.1	2492	1	0.0	95.55								
true	[BLASTED]	TRINITY_DN11178_c0_g1_i1	CAE7631960.1	329	1	8.8E-40	100.0								
true	[BLASTED]	TRINITY_DN11179_c0_g1_i4	XP_020607401.1	1031	1	3.6E-39	52.87								
true	[BLASTED]	TRINITY_DN11180_c0_g1_i1	XP_027036450.1	961	1	3.0E-152	96.94								
true	[BLASTED]	TRINITY_DN11183_c0_g1_i1	XP_027039376.1	1627	1	7.7E-193	95.65								
true	[BLASTED]	TRINITY_DN11184_c0_g1_i1	XP_027035960.1	5681	1	0.0	99.23								
true	[BLASTED]	TRINITY_DN11185_c0_g1_i1	XP_027046771.1	2536	1	9.7E-227	85.65								
true	[BLASTED]	TRINITY_DN11187_c0_g1_i1	XP_022805477.1	2997	1	1.3E-246	84.6								
true	[BLASTED]	TRINITY_DN11188_c0_g1_i3	XP_027044815.1	1034	1	9.4E-112	99.5								
true	[BLASTED]	TRINITY_DN11190_c0_g1_i1	CAE7522974.1	758	1	1.7E-14	96.0								
true	[BLASTED]	TRINITY_DN11192_c0_g1_i2	XP_022789473.1	1046	1	7.9E-50	81.03								
true	[BLASTED]	TRINITY_DN11194_c0_g1_i1	XP_027056653.1	1962	1	0.0	99.63								
true	[BLASTED]	TRINITY_DN11195_c0_g1_i2	XP_027046195.1	468	1	4.8E-23	72.0								
true	[BLASTED]	TRINITY_DN11197_c0_g1_i1	CAE7835493.1	810	1	5.8E-149	99.62								
true	[BLASTED]	TRINITY_DN11198_c0_g1_i1	XP_029209989.1	1263	1	3.3E-103	52.22								
true	[BLASTED]	TRINITY_DN11200_c0_g1_i2	XP_022809122.1	1594	1	9.3E-42	62.71								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11201_c0_g1_i1	RMX57207.1	504	1	3.9E-10	100.0	4	P:GO:0006508; P:GO:0006751; F:GO:0036374; C:GO:0016021	P:proteolysis; P:glutathione catabolic process; F:glutathione hydrolase activity; C:integral component of membrane	EC:3.4.19.13	Glutathione gamma-glutamate hydrolase			
true	[BLASTED]	TRINITY_DN11202_c0_g1_i1	CAE7243002.1	808	1	8.8E-73	99.47								
true	[BLASTED]	TRINITY_DN11203_c0_g1_i4	XP_027041299.1	758	1	5.9E-39	92.94								
true	[BLASTED]	TRINITY_DN11204_c0_g1_i4	XP_028415032.1	707	1	1.8E-61	56.68								
true	[BLASTED]	TRINITY_DN11205_c0_g1_i3	XP_027036271.1	3699	1	0.0	99.87								
true	[BLASTED]	TRINITY_DN11206_c0_g1_i2	XP_027042797.1	1995	1	1.8E-260	99.12								
true	[BLASTED]	TRINITY_DN11207_c0_g1_i1	RMX39463.1	514	1	1.3E-82	90.06								
true	[BLASTED]	TRINITY_DN11208_c0_g1_i1	RMX53560.1	415	1	1.4E-29	100.0								
true	[BLASTED]	TRINITY_DN11211_c0_g1_i1	CAE7876408.1	783	1	2.0E-53	100.0								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11212_c0_g1_i1	OLP81638.1	1199	1	2.7E-211	93.42	7	P:GO:0006470; P:GO:0006633; P:GO:2001295; F:GO:0003989; F:GO:0004721; F:GO:0005524; F:GO:0046872	P:protein dephosphorylation; P:fatty acid biosynthetic process; P:malonyl-CoA biosynthetic process; F:acetyl-CoA carboxylase activity; F:phosphoprotein phosphatase activity; F:ATP binding; F:metal ion binding	EC:6.4.1.2; EC:3.1.3	Acetyl-CoA carboxylase; Acting on ester bonds			
true	[BLASTED]	TRINITY_DN11215_c0_g1_i1	XP_027045223.1	2574	1	0.0	98.64								
true	[BLASTED]	TRINITY_DN11216_c0_g1_i4	XP_022789059.1	1157	1	4.1E-108	79.68								
true	[BLASTED]	TRINITY_DN11217_c0_g1_i2	XP_027038282.1	1482	1	1.0E-172	99.04								
true	[BLASTED]	TRINITY_DN11218_c0_g1_i1	XP_027041816.1	346	1	3.8E-17	75.81								
true	[BLASTED]	TRINITY_DN11218_c1_g1_i1	XP_027041816.1	436	1	5.1E-27	98.44								
true	[BLASTED]	TRINITY_DN11219_c0_g1_i3	XP_027054216.1	798	1	3.6E-111	76.49								
true	[BLASTED]	TRINITY_DN11220_c0_g1_i3	XP_027039101.1	1811	1	4.3E-229	98.8								
true	[BLASTED]	TRINITY_DN11222_c0_g1_i1	RMX46704.1	439	1	4.0E-72	95.21								
true	[BLASTED]	TRINITY_DN11223_c0_g1_i1	XP_027055134.1	352	1	4.1E-59	100.0								
true	[BLASTED]	TRINITY_DN11224_c1_g1_i4	XP_027041810.1	1988	1	1.8E-183	99.69								
true	[BLASTED]	TRINITY_DN11224_c1_g3_i1	XP_027054705.1	1681	1	1.9E-242	99.77								
true	[BLASTED]	TRINITY_DN11225_c0_g2_i1	PFX14941.1	721	1	4.2E-34	55.48								
true	[BLASTED]	TRINITY_DN11227_c0_g1_i1	XP_027037960.1	2677	1	0.0	98.51								
true	[BLASTED]	TRINITY_DN11229_c0_g1_i1	XP_027052987.1	1502	1	9.0E-148	78.02								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11229_c1_g1_i13	PFX33722.1	6841	1	0.0	93.2	3	P:GO:0007264; P:GO:0090630; F:GO:0005085	P:small GTPase mediated signal transduction; P:activation of GTPase activity; F:guanyl-nucleotide exchange factor activity					
true	[BLASTED]	TRINITY_DN11230_c0_g1_i1	CAE7697288.1	921	1	2.1E-54	80.19								
true	[BLASTED]	TRINITY_DN11233_c0_g1_i4	XP_027059453.1	2037	1	1.5E-81	99.12								
true	[BLASTED]	TRINITY_DN11235_c0_g2_i1	OLQ14224.1	2210	1	0.0	99.52								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11236_c0_g1_i1	OLP80468.1	1526	1	2.3E-122	100.0	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	TRINITY_DN11238_c0_g1_i1	CAE7940658.1	1276	1	1.9E-215	99.15								
true	[BLASTED]	TRINITY_DN11239_c0_g1_i2	XP_022781465.1	1522	1	3.5E-107	96.97								
true	[BLASTED]	TRINITY_DN11242_c0_g1_i1	XP_022808192.1	460	1	2.4E-14	42.37								
true	[BLASTED]	TRINITY_DN11242_c0_g2_i1	XP_015768029.1	1126	1	4.9E-29	51.03								
true	[BLASTED]	TRINITY_DN11243_c0_g1_i1	XP_027047505.1	2330	1	4.5E-170	99.67								
true	[BLASTED]	TRINITY_DN11245_c0_g1_i3	XP_027042865.1	2201	1	5.3E-306	99.81								
true	[BLASTED]	TRINITY_DN11246_c0_g1_i2	CAE7197842.1	2570	1	0.0	99.0								
true	[BLASTED]	TRINITY_DN11247_c0_g1_i1	CAE7223297.1	1333	1	1.0E-235	100.0								
true	[BLASTED]	TRINITY_DN11248_c0_g1_i1	XP_027052906.1	2462	1	4.6E-181	98.5								
true	[BLASTED]	TRINITY_DN11249_c0_g1_i8	XP_020616714.1	2061	1	1.0E-141	74.04								
true	[BLASTED]	TRINITY_DN11250_c0_g1_i2	XP_027049673.1	2348	1	0.0	98.98								
true	[BLASTED]	TRINITY_DN11250_c0_g2_i1	XP_029213313.1	487	1	2.7E-8	50.85								
true	[BLASTED]	TRINITY_DN11253_c0_g1_i5	XP_027058311.1	2917	1	3.9E-296	97.73								
true	[BLASTED]	TRINITY_DN11254_c0_g1_i2	XP_027050820.1	1579	1	3.3E-116	98.72								
true	[BLASTED]	TRINITY_DN11254_c0_g2_i2	XP_027038685.1	2566	1	1.7E-247	96.18								
true	[BLASTED]	TRINITY_DN11255_c0_g1_i3	XP_022787635.1	7352	1	0.0	75.6								
true	[BLASTED]	TRINITY_DN11259_c0_g1_i1	XP_027052695.1	4174	1	0.0	74.86								
true	[BLASTED]	TRINITY_DN11262_c0_g1_i2	XP_027045850.1	1793	1	4.2E-285	99.37								
true	[BLASTED]	TRINITY_DN11263_c0_g1_i2	PFX22821.1	670	1	1.4E-71	79.37								
true	[BLASTED]	TRINITY_DN11264_c0_g1_i1	XP_027054468.1	1810	1	1.7E-23	62.77								
true	[BLASTED]	TRINITY_DN11264_c0_g2_i2	XP_020608675.1	680	1	2.6E-30	67.59								
true	[BLASTED]	TRINITY_DN11264_c0_g3_i1	RMX47795.1	331	1	8.7E-11	72.09								
true	[BLASTED]	TRINITY_DN11264_c0_g4_i1	RMX43477.1	351	1	5.8E-13	75.93								
true	[BLASTED]	TRINITY_DN11265_c0_g1_i5	XP_027058870.1	7953	1	0.0	99.67								
true	[BLASTED]	TRINITY_DN11269_c0_g1_i3	CAE7326732.1	952	1	1.5E-42	96.81								
true	[BLASTED]	TRINITY_DN11271_c0_g1_i5	XP_027036055.1	617	1	1.6E-98	93.55								
true	[BLASTED]	TRINITY_DN11272_c0_g1_i2	XP_022779554.1	2615	1	1.2E-304	86.75								
true	[BLASTED]	TRINITY_DN11272_c0_g2_i2	XP_027043735.1	2330	1	1.5E-250	93.98								
true	[BLASTED]	TRINITY_DN11273_c0_g1_i1	XP_027048204.1	1754	1	1.7E-190	98.0								
true	[BLASTED]	TRINITY_DN11276_c0_g1_i1	XP_027055090.1	464	1	1.9E-56	78.29								
true	[BLASTED]	TRINITY_DN11277_c0_g1_i1	XP_027037815.1	2006	1	6.6E-178	97.56								
true	[BLASTED]	TRINITY_DN11278_c0_g1_i6	XP_027052304.1	4250	1	0.0	99.45								
true	[BLASTED]	TRINITY_DN11279_c0_g1_i1	XP_027054880.1	7116	1	0.0	95.36								
true	[BLASTED]	TRINITY_DN11280_c0_g1_i1	XP_027049334.1	797	1	5.5E-43	87.38								
true	[BLASTED]	TRINITY_DN11281_c0_g2_i1	XP_027055262.1	1347	1	1.5E-213	100.0								
true	[BLASTED]	TRINITY_DN11283_c0_g1_i1	XP_027042504.1	416	1	4.5E-57	83.94								
true	[BLASTED, MAPPED]	TRINITY_DN11284_c0_g1_i5	PFX18865.1	2960	1	5.8E-223	52.32	6	P:GO:0007166; P:GO:0007186; F:GO:0004888; F:GO:0004930; C:GO:0016020; C:GO:0016021	P:cell surface receptor signaling pathway; P:G protein-coupled receptor signaling pathway; F:transmembrane signaling receptor activity; F:G protein-coupled receptor activity; C:membrane; C:integral component of membrane					
true	[BLASTED]	TRINITY_DN11284_c1_g1_i1	RMX52598.1	304	1	4.1E-15	61.63								
true	[BLASTED]	TRINITY_DN11284_c2_g1_i3	XP_022807525.1	1000	1	2.0E-90	84.08								
true	[BLASTED]	TRINITY_DN11287_c0_g1_i1	CAE7947398.1	677	1	1.7E-98	98.4								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN11288_c0_g1_i1	PFX15557.1	385	1	3.7E-61	92.97	2	P:GO:0016567; F:GO:0004842	P:protein ubiquitination; F:ubiquitin-protein transferase activity	EC:2	Transferases			
true	[NO-BLAST]	TRINITY_DN11289_c0_g1_i1	---NA---	459											
true	[BLASTED]	TRINITY_DN11290_c0_g2_i2	XP_027052657.1	4780	1	0.0	98.51								
true	[BLASTED]	TRINITY_DN11292_c0_g1_i3	XP_015767944.1	466	1	7.1E-51	84.17								
true	[BLASTED]	TRINITY_DN11292_c0_g2_i1	XP_029198115.1	699	1	1.9E-55	75.0								
true	[BLASTED]	TRINITY_DN11293_c0_g1_i1	XP_027039553.1	432	1	1.8E-69	95.62								
true	[BLASTED]	TRINITY_DN11295_c0_g1_i2	CAE7563333.1	1387	1	2.9E-164	94.74								
true	[BLASTED]	TRINITY_DN11296_c0_g1_i2	XP_022804698.1	2453	1	3.2E-283	89.07								
true	[BLASTED]	TRINITY_DN11297_c0_g1_i1	XP_020620596.1	1592	1	1.9E-132	82.31								
true	[BLASTED]	TRINITY_DN11300_c0_g1_i1	XP_027041596.1	394	1	1.5E-14	97.78								
true	[BLASTED]	TRINITY_DN11300_c0_g2_i1	XP_027041596.1	688	1	1.9E-132	100.0								
true	[BLASTED]	TRINITY_DN11300_c0_g3_i2	XP_027041596.1	2785	1	0.0	98.36								
true	[BLASTED]	TRINITY_DN11301_c0_g1_i1	RMX52214.1	3422	1	0.0	71.32								
