"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","genes"
"31","biosynthetic process","GO:0009058","GO:0006556",0.0425723284213833,0.999266102494109,1,5,"S-adenosylmethionine biosynthetic process","BP","Pver_g846, Pver_g6024, Pver_g14739, Pver_g18546, Pver_g26588"
"32","biosynthetic process","GO:0009058","GO:0006646",0.043026523071649,0.999250218234304,1,5,"phosphatidylethanolamine biosynthetic process","BP","Pver_g715, Pver_g5863, Pver_g6215, Pver_g14916, Pver_g17680"
"33","biosynthetic process","GO:0009058","GO:0006694",0.0414274516184094,0.995867382948261,2,45,"steroid biosynthetic process","BP","Pver_g365, Pver_g875, Pver_g2055, Pver_g2407, Pver_g2558, Pver_g2560, Pver_g2564, Pver_g3638, Pver_g4408, Pver_g4630, Pver_g4631, Pver_g5770, Pver_g5771, Pver_g5772, Pver_g5774, Pver_g6225, Pver_g6786, Pver_g8415, Pver_g8944, Pver_g9203, Pver_g9488, Pver_g9489, Pver_g10125, Pver_g10126, Pver_g10127, Pver_g11178, Pver_g11179, Pver_g11520, Pver_g11911, Pver_g12837, Pver_g12903, Pver_g13375, Pver_g14135, Pver_g14456, Pver_g14457, Pver_g17952, Pver_g18138, Pver_g18532, Pver_g20782, Pver_g23395, Pver_g24568, Pver_g26677, Pver_g26782, Pver_novel_50_5de57afd, Pver_novel_95_5de57afd"
"34","biosynthetic process","GO:0009058","GO:0009691",0.00747003307753096,0.999986068626475,1,2,"cytokinin biosynthetic process","BP","Pver_g16367, Pver_g25262"
"35","biosynthetic process","GO:0009058","GO:0042416",0.041485692628118,0.999303402701366,1,5,"dopamine biosynthetic process","BP","Pver_g10620, Pver_g12509, Pver_g13365, Pver_g14928, Pver_novel_520_5de57afd"
"36","biosynthetic process","GO:0009058","GO:0051091",0.0351076000156889,0.994186329255747,3,91,"positive regulation of DNA-binding transcription factor activity","BP","Pver_g848, Pver_g851, Pver_g1214, Pver_g1288, Pver_g1484, Pver_g1788, Pver_g1932, Pver_g2234, Pver_g2244, Pver_g2542, Pver_g3104, Pver_g3238, Pver_g3246, Pver_g3416, Pver_g3666, Pver_g3752, Pver_g4457, Pver_g5058, Pver_g5185, Pver_g6174, Pver_g6375, Pver_g6496, Pver_g6498, Pver_g6639, Pver_g6864, Pver_g7034, Pver_g7339, Pver_g7458, Pver_g7459, Pver_g7464, Pver_g7590, Pver_g7591, Pver_g7830, Pver_g8000, Pver_g8314, Pver_g8667, Pver_g9182, Pver_g9457, Pver_g10271, Pver_g10375, Pver_g10604, Pver_g10605, Pver_g11651, Pver_g11921, Pver_g12371, Pver_g12665, Pver_g12683, Pver_g13000, Pver_g13281, Pver_g13423, Pver_g13530, Pver_g13830, Pver_g14392, Pver_g14677, Pver_g14785, Pver_g14993, Pver_g15144, Pver_g15370, Pver_g15394, Pver_g15479, Pver_g15906, Pver_g16086, Pver_g16206, Pver_g16428, Pver_g16873, Pver_g17300, Pver_g17323, Pver_g17515, Pver_g17983, Pver_g18094, Pver_g18254, Pver_g18403, Pver_g18427, Pver_g18543, Pver_g18877, Pver_g19006, Pver_g19216, Pver_g20008, Pver_g20203, Pver_g21237, Pver_g21738, Pver_g22746, Pver_g23320, Pver_g23461, Pver_g23725, Pver_g23998, Pver_g25874, Pver_g26231, Pver_g26235, Pver_novel_60_5de57afd, Pver_novel_90_5de57afd"
"37","biosynthetic process","GO:0009058","GO:1901838",1.17824097048752e-05,0.999999925799555,3,6,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP","Pver_g6650, Pver_g8459, Pver_g10284, Pver_g10913, Pver_g12577, Pver_g17318"
"38","catabolic process","GO:0009056","GO:0032436",0.0192027045604979,0.997492180051873,3,66,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP","Pver_g315, Pver_g1081, Pver_g1082, Pver_g1177, Pver_g1181, Pver_g1273, Pver_g1663, Pver_g1722, Pver_g2123, Pver_g2856, Pver_g3001, Pver_g3762, Pver_g3895, Pver_g4175, Pver_g4536, Pver_g4793, Pver_g4918, Pver_g4989, Pver_g5819, Pver_g6255, Pver_g6256, Pver_g6257, Pver_g6259, Pver_g6954, Pver_g7335, Pver_g8115, Pver_g8249, Pver_g9418, Pver_g9425, Pver_g9681, Pver_g9682, Pver_g9906, Pver_g10150, Pver_g10246, Pver_g11421, Pver_g12470, Pver_g12560, Pver_g12940, Pver_g12941, Pver_g13200, Pver_g13481, Pver_g14342, Pver_g14390, Pver_g14664, Pver_g14885, Pver_g14932, Pver_g15046, Pver_g15066, Pver_g15302, Pver_g15711, Pver_g16135, Pver_g16252, Pver_g16877, Pver_g16882, Pver_g17530, Pver_g18075, Pver_g18343, Pver_g18954, Pver_g19015, Pver_g19748, Pver_g23209, Pver_g23707, Pver_g26196, Pver_g26360, Pver_g26467, Pver_g26469"
"39","catabolic process","GO:0009056","GO:0042744",0.00084346518187114,0.999935809111565,4,53,"hydrogen peroxide catabolic process","BP","Pver_g232, Pver_g233, Pver_g234, Pver_g235, Pver_g237_g236, Pver_g238, Pver_g239, Pver_g1690, Pver_g1760, Pver_g1761, Pver_g3301, Pver_g3642, Pver_g4650, Pver_g4697, Pver_g5097, Pver_g5098, Pver_g5376, Pver_g5673, Pver_g6221, Pver_g6515, Pver_g6516, Pver_g6756, Pver_g8397, Pver_g8400, Pver_g8684, Pver_g9080, Pver_g9081, Pver_g9162, Pver_g9164, Pver_g10252, Pver_g10296, Pver_g11498, Pver_g11499, Pver_g12016, Pver_g13704, Pver_g14865, Pver_g15566, Pver_g16020, Pver_g16673, Pver_g18565, Pver_g19090, Pver_g19091, Pver_g19452, Pver_g20669, Pver_g21085, Pver_g21170, Pver_g21557, Pver_g21911, Pver_g23652, Pver_g24052, Pver_g24383, Pver_g24820, Pver_g25063"
"40","catabolic process","GO:0009056","GO:1904925",0.0388206795195727,0.999390698113964,1,5,"positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","BP","Pver_g541, Pver_g542, Pver_g3895, Pver_g10232, Pver_g26467"
"41","cell adhesion","GO:0007155","GO:0033632",0.0271197899157269,0.999753089836768,1,3,"regulation of cell-cell adhesion mediated by integrin","BP","Pver_g8420, Pver_g9342, Pver_g13696"
"42","cell death","GO:0008219","GO:0012501",0.0309217077647626,0.999638574490669,1,4,"programmed cell death","BP","Pver_g2636, Pver_g12634, Pver_g12912, Pver_g13654"
"43","cell death","GO:0008219","GO:0043067",0.0175463577209778,0.999922742100053,1,2,"regulation of programmed cell death","BP","Pver_g12634, Pver_g13182"
"44","cell population proliferation","GO:0008283","GO:0110024",0.00915848628209751,1,1,1,"positive regulation of cardiac muscle myoblast proliferation","BP","Pver_g16873"
"45","cell-cell signaling","GO:0007267","GO:0007268",0.011314021305798,0.997219914398326,6,236,"chemical synaptic transmission","BP","Pver_g111, Pver_g212, Pver_g439, Pver_g441, Pver_g481, Pver_g659, Pver_g663, Pver_g1007, Pver_g1054, Pver_g1143, Pver_g1253, Pver_g1342, Pver_g1638, Pver_g1820, Pver_g1821, Pver_g2167, Pver_g2279, Pver_g2387, Pver_g2431, Pver_g2432, Pver_g2542, Pver_g2894, Pver_g2908, Pver_g3354, Pver_g3466, Pver_g3663, Pver_g3846, Pver_g3847, Pver_g3848, Pver_g4053, Pver_g4113, Pver_g4261, Pver_g4262, Pver_g4263, Pver_g4398, Pver_g4487, Pver_g4518, Pver_g4519, Pver_g4549, Pver_g4682, Pver_g4726, Pver_g4776, Pver_g4810, Pver_g4946, Pver_g5147, Pver_g5148, Pver_g5218, Pver_g5233, Pver_g5346, Pver_g5456, Pver_g5459, Pver_g5759, Pver_g5876, Pver_g5877, Pver_g5878, Pver_g5879, Pver_g6248, Pver_g6299, Pver_g6386, Pver_g6387, Pver_g6388, Pver_g6397, Pver_g6454, Pver_g6534, Pver_g6535, Pver_g6639, Pver_g6793, Pver_g7119, Pver_g7190, Pver_g7307, Pver_g7332, Pver_g7379, Pver_g7380, Pver_g7436, Pver_g7495, Pver_g7702, Pver_g7783, Pver_g8051, Pver_g8055, Pver_g8104, Pver_g8120, Pver_g8121, Pver_g8314, Pver_g8520, Pver_g8893, Pver_g8894, Pver_g8933, Pver_g8935, Pver_g8987, Pver_g9088, Pver_g9182, Pver_g9849, Pver_g9852, Pver_g10271, Pver_g10363, Pver_g10364, Pver_g10375, Pver_g10564, Pver_g10574, Pver_g10619, Pver_g10620, Pver_g10621, Pver_g10622, Pver_g10623, Pver_g10624, Pver_g10911, Pver_g11136, Pver_g11171, Pver_g11298, Pver_g11544, Pver_g11856, Pver_g11858, Pver_g11896, Pver_g11921, Pver_g11946, Pver_g12142, Pver_g12159, Pver_g12251, Pver_g12509, Pver_g12511, Pver_g12512, Pver_g12513, Pver_g12514, Pver_g12517, Pver_g12576, Pver_g12655, Pver_g12736, Pver_g13000, Pver_g13180, Pver_g13365, Pver_g13366, Pver_g13371, Pver_g13621, Pver_g13833, Pver_g13850, Pver_g13931, Pver_g14070, Pver_g14350, Pver_g14815, Pver_g14860, Pver_g14942, Pver_g15238, Pver_g15447, Pver_g15718, Pver_g15837, Pver_g16086, Pver_g16239, Pver_g16240, Pver_g16728, Pver_g16741, Pver_g16808, Pver_g16853, Pver_g16916, Pver_g17178, Pver_g17232, Pver_g17395, Pver_g17585, Pver_g17606, Pver_g17737, Pver_g17738, Pver_g17826, Pver_g17827, Pver_g17961, Pver_g18384, Pver_g18543, Pver_g18695, Pver_g19382, Pver_g19504, Pver_g19516, Pver_g20008, Pver_g20023, Pver_g20167, Pver_g20203, Pver_g22726, Pver_g22730, Pver_g22731, Pver_g22732, Pver_g22788, Pver_g22822, Pver_g22957, Pver_g23320, Pver_g23534, Pver_g23632, Pver_g23646, Pver_g23757, Pver_g23998, Pver_g25582, Pver_g25588, Pver_g25790, Pver_g25997, Pver_g26110, Pver_g26158, Pver_g26215, Pver_g26243, Pver_g26285, Pver_g26311, Pver_g26316, Pver_g12735, Pver_g15247, Pver_novel_13_5de57afd, Pver_novel_23_5de57afd, Pver_novel_30_5de57afd, Pver_novel_54_5de57afd, Pver_novel_84_5de57afd, Pver_novel_96_5de57afd, Pver_novel_105_5de57afd, Pver_novel_150_5de57afd, Pver_novel_160_5de57afd, Pver_novel_185_5de57afd, Pver_novel_201_5de57afd, Pver_novel_204_5de57afd, Pver_novel_206_5de57afd, Pver_novel_251_5de57afd, Pver_novel_273_5de57afd, Pver_novel_316_5de57afd, Pver_novel_321_5de57afd, Pver_novel_322_5de57afd, Pver_novel_323_5de57afd, Pver_novel_344_5de57afd, Pver_novel_345_5de57afd, Pver_novel_346_5de57afd, Pver_novel_349_5de57afd, Pver_novel_352_5de57afd, Pver_novel_367_5de57afd, Pver_novel_387_5de57afd, Pver_novel_389_5de57afd, Pver_novel_397_5de57afd, Pver_novel_484_5de57afd, Pver_novel_507_5de57afd, Pver_novel_520_5de57afd, Pver_novel_587_5de57afd, Pver_novel_631_5de57afd, Pver_novel_693_5de57afd, Pver_novel_741_5de57afd, Pver_novel_748_5de57afd, Pver_novel_767_5de57afd"
"46","cell-cell signaling","GO:0007267","GO:0007271",0.000393969294754422,0.99997592913367,4,40,"synaptic transmission, cholinergic","BP","Pver_g481, Pver_g1820, Pver_g4261, Pver_g4262, Pver_g4263, Pver_g5759, Pver_g6248, Pver_g7332, Pver_g8051, Pver_g8055, Pver_g8104, Pver_g8893, Pver_g8933, Pver_g8935, Pver_g9721, Pver_g10364, Pver_g10619, Pver_g10620, Pver_g10621, Pver_g10622, Pver_g10623, Pver_g10624, Pver_g11856, Pver_g11896, Pver_g12509, Pver_g12511, Pver_g12512, Pver_g12514, Pver_g12517, Pver_g12736, Pver_g13365, Pver_g13366, Pver_g14942, Pver_g16801, Pver_g17738, Pver_g17826, Pver_g19504, Pver_g25582, Pver_g12735, Pver_novel_520_5de57afd"
"47","cell-cell signaling","GO:0007267","GO:0007274",0.0010427410364487,0.99995488690189,3,23,"neuromuscular synaptic transmission","BP","Pver_g207, Pver_g1820, Pver_g1837, Pver_g2074, Pver_g3154, Pver_g4262, Pver_g7900, Pver_g8051, Pver_g8104, Pver_g8670, Pver_g8933, Pver_g11757, Pver_g11856, Pver_g12128, Pver_g12511, Pver_g12512, Pver_g12514, Pver_g12736, Pver_g15693, Pver_g18235, Pver_g19292, Pver_g25582, Pver_g12735"
"48","cell-cell signaling","GO:0007267","GO:0060084",0.000812931763186761,0.999992625855002,2,5,"synaptic transmission involved in micturition","BP","Pver_g4262, Pver_g8051, Pver_g12511, Pver_g12512, Pver_g17736"
"49","cell-cell signaling","GO:0007267","GO:0110094",0.0359142815707561,0.999511396735606,1,4,"polyphosphate-mediated signaling","BP","Pver_g752, Pver_g5785, Pver_g6345, Pver_g7570"
"50","cellular component assembly","GO:0022607","GO:0031276",0.00923177468565762,1,1,1,"negative regulation of lateral pseudopodium assembly","BP","Pver_g7570"
"51","cellular component assembly","GO:0022607","GO:0035082",0.0171443575577955,0.998961449715129,2,25,"axoneme assembly","BP","Pver_g1148, Pver_g1168, Pver_g1426, Pver_g1580, Pver_g2837, Pver_g3168, Pver_g3753, Pver_g4121, Pver_g6099, Pver_g6319, Pver_g6350, Pver_g8986, Pver_g10831, Pver_g11192, Pver_g14289, Pver_g15118, Pver_g15120, Pver_g15827, Pver_g16179, Pver_g17384, Pver_g18093, Pver_g18500, Pver_g19316, Pver_g20180, Pver_g23078"
"52","cellular component assembly","GO:0022607","GO:0070836",0.0325303769401469,0.999573265367018,1,5,"caveola assembly","BP","Pver_g7950, Pver_g9017, Pver_g11124, Pver_g18962, Pver_g18963"
"53","cellular component assembly","GO:0022607","GO:1902857",0.0434087551107105,0.999236716520378,1,5,"positive regulation of non-motile cilium assembly","BP","Pver_g4299, Pver_g11175, Pver_g11378, Pver_g12304, Pver_g15747"
"54","cellular component assembly","GO:0022607","GO:1904158",0.0359305640014418,0.999510950177598,1,4,"axonemal central apparatus assembly","BP","Pver_g13120, Pver_g15844, Pver_g22891, Pver_g23369"
"55","cellular protein modification proce...","GO:0006464","GO:0043972",0.00880495157697073,1,1,1,"histone H3-K23 acetylation","BP","Pver_g1867"
"56","cellular protein modification proce...","GO:0006464","GO:0043983",0.0229345115406556,0.99982375436474,1,3,"histone H4-K12 acetylation","BP","Pver_g1867, Pver_g4138, Pver_g5308"
"57","cellular protein modification proce...","GO:0006464","GO:0044154",0.00880495157697073,1,1,1,"histone H3-K14 acetylation","BP","Pver_g1867"
"58","cellular protein modification proce...","GO:0006464","GO:1902916",0.0397919465488527,0.999359570937911,1,5,"positive regulation of protein polyubiquitination","BP","Pver_g842, Pver_g2043, Pver_g2982, Pver_g4403, Pver_g15767"
"59","cytoskeletal protein binding","GO:0008092","GO:0032027",0.0361887098263616,0.999503842656177,1,4,"myosin light chain binding","MF","Pver_g4857, Pver_g12894, Pver_g15765, Pver_g17502"
"60","developmental maturation","GO:0021700","GO:0016188",0.0403533213234352,0.999314086205262,1,6,"synaptic vesicle maturation","BP","Pver_g207, Pver_g4776, Pver_g5236, Pver_g8670, Pver_g12633, Pver_g23632"
"61","DNA binding","GO:0003677","GO:0000977",0.0241471947890996,0.995125147130677,4,141,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF","Pver_g115, Pver_g166, Pver_g275, Pver_g276, Pver_g461, Pver_g580, Pver_g615, Pver_g617, Pver_g622, Pver_g629, Pver_g713, Pver_g822, Pver_g824, Pver_g825, Pver_g944, Pver_g991, Pver_g1270, Pver_g1279, Pver_g1333, Pver_g1383, Pver_g1513, Pver_g1584, Pver_g1864, Pver_g1866, Pver_g2301, Pver_g2467, Pver_g2480, Pver_g2487, Pver_g2540, Pver_g2746, Pver_g2748, Pver_g3121, Pver_g3122, Pver_g3126, Pver_g3127, Pver_g3154, Pver_g3198, Pver_g3389, Pver_g3589, Pver_g3778, Pver_g3964, Pver_g3994, Pver_g4253, Pver_g4284, Pver_g4534, Pver_g4763, Pver_g4764, Pver_g4765, Pver_g4766, Pver_g4767, Pver_g4768, Pver_g4769, Pver_g4770, Pver_g4771, Pver_g4845, Pver_g5054, Pver_g5081, Pver_g5312, Pver_g5343, Pver_g5344, Pver_g5411, Pver_g5600, Pver_g5655, Pver_g5656, Pver_g5715, Pver_g5865, Pver_g5928, Pver_g6579, Pver_g6580, Pver_g6616, Pver_g6727, Pver_g6906, Pver_g7339, Pver_g7482, Pver_g7882, Pver_g8642, Pver_g8798, Pver_g9190, Pver_g9258, Pver_g9329, Pver_g9354, Pver_g9366, Pver_g9947, Pver_g10031, Pver_g10074, Pver_g10166, Pver_g10627, Pver_g10689, Pver_g10763, Pver_g10876, Pver_g11723, Pver_g11792, Pver_g11794, Pver_g11829, Pver_g11830, Pver_g11983, Pver_g12043, Pver_g12372, Pver_g12569, Pver_g12698, Pver_g12775, Pver_g12881, Pver_g12898, Pver_g12992, Pver_g13047, Pver_g13162, Pver_g13407, Pver_g13572, Pver_g13864, Pver_g13870, Pver_g14034, Pver_g14035, Pver_g14173, Pver_g14296, Pver_g14308, Pver_g14315, Pver_g14489, Pver_g14785, Pver_g14787, Pver_g14989, Pver_g15016, Pver_g15642, Pver_g15706, Pver_g15720, Pver_g15721, Pver_g15722, Pver_g15822, Pver_g15824, Pver_g16873, Pver_g16894, Pver_g17602, Pver_g17855, Pver_g18718, Pver_g20568, Pver_g22958, Pver_g23246, Pver_g25907, Pver_g25935, Pver_g26105, Pver_g26463, Pver_novel_26_5de57afd"
