"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","ontology","term","dir","gene_id"
"K17924",0.0237213564719723,0.999811511953933,1,3,"KEGG","sorting nexin-10/11","up","Pver_g15540"
"K17924",0.0237213564719723,0.999811511953933,1,3,"KEGG","sorting nexin-10/11","up","Pver_g15541"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g248"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g1508"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g1510"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g1511"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g1512"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g2235"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g2236"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g2237"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g3187"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g3325"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g4165"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g4166"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g4169"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g4711"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g4712"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g4713"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g4714"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g6303"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g6371"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g6815"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g6816"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g6817"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g7437"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g7615"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g8193"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g8446"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g13505"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g14920"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g23129"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g23131"
"K08187",0.0245742972073291,0.998178374697343,2,31,"KEGG","MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10","up","Pver_g26080"
"K24205",0.0255153199812719,0.999781746408701,1,3,"KEGG","protein lifeguard","up","Pver_g1676"
"K24205",0.0255153199812719,0.999781746408701,1,3,"KEGG","protein lifeguard","up","Pver_g7879"
"K24205",0.0255153199812719,0.999781746408701,1,3,"KEGG","protein lifeguard","up","Pver_g25700"
"K01874",0.0266528372546399,0.999732147063319,1,4,"KEGG","methionyl-tRNA synthetase [EC:6.1.1.10]","up","Pver_g12577"
"K01874",0.0266528372546399,0.999732147063319,1,4,"KEGG","methionyl-tRNA synthetase [EC:6.1.1.10]","up","Pver_g14740"
"K01874",0.0266528372546399,0.999732147063319,1,4,"KEGG","methionyl-tRNA synthetase [EC:6.1.1.10]","up","Pver_g23926"
"K01874",0.0266528372546399,0.999732147063319,1,4,"KEGG","methionyl-tRNA synthetase [EC:6.1.1.10]","up","Pver_g25471"
"K00461",0.0354918658987887,0.999523226378484,1,4,"KEGG","arachidonate 5-lipoxygenase [EC:1.13.11.34]","up","Pver_g4016"
"K00461",0.0354918658987887,0.999523226378484,1,4,"KEGG","arachidonate 5-lipoxygenase [EC:1.13.11.34]","up","Pver_g7240"
"K00461",0.0354918658987887,0.999523226378484,1,4,"KEGG","arachidonate 5-lipoxygenase [EC:1.13.11.34]","up","Pver_g12746"
"K00461",0.0354918658987887,0.999523226378484,1,4,"KEGG","arachidonate 5-lipoxygenase [EC:1.13.11.34]","up","Pver_g13324"
"K18422",0.0356680361163949,0.999518445056119,1,4,"KEGG","helicase MOV-10 [EC:3.6.4.13]","up","Pver_g10740"
"K18422",0.0356680361163949,0.999518445056119,1,4,"KEGG","helicase MOV-10 [EC:3.6.4.13]","up","Pver_g15306"
"K18422",0.0356680361163949,0.999518445056119,1,4,"KEGG","helicase MOV-10 [EC:3.6.4.13]","up","Pver_g15307"
"K18422",0.0356680361163949,0.999518445056119,1,4,"KEGG","helicase MOV-10 [EC:3.6.4.13]","up","Pver_g23455"
"K11592",0.0356680364898215,0.999518445045958,1,4,"KEGG","endoribonuclease Dicer [EC:3.1.26.-]","up","Pver_g1156"
"K11592",0.0356680364898215,0.999518445045958,1,4,"KEGG","endoribonuclease Dicer [EC:3.1.26.-]","up","Pver_g1157"
"K11592",0.0356680364898215,0.999518445045958,1,4,"KEGG","endoribonuclease Dicer [EC:3.1.26.-]","up","Pver_g5384"
"K11592",0.0356680364898215,0.999518445045958,1,4,"KEGG","endoribonuclease Dicer [EC:3.1.26.-]","up","Pver_g10921"
"K08145",0.0405069558616242,0.999336592830987,1,5,"KEGG","MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8","up","Pver_g10340"
"K08145",0.0405069558616242,0.999336592830987,1,5,"KEGG","MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8","up","Pver_g10342"
"K08145",0.0405069558616242,0.999336592830987,1,5,"KEGG","MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8","up","Pver_g10343"
"K08145",0.0405069558616242,0.999336592830987,1,5,"KEGG","MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8","up","Pver_g10344"
"K08145",0.0405069558616242,0.999336592830987,1,5,"KEGG","MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8","up","Pver_g10345"
"K09627",0.0438422473105652,0.99918975038161,1,6,"KEGG","serine protease 23 [EC:3.4.21.-]","up","Pver_g4825"
"K09627",0.0438422473105652,0.99918975038161,1,6,"KEGG","serine protease 23 [EC:3.4.21.-]","up","Pver_g8068"
"K09627",0.0438422473105652,0.99918975038161,1,6,"KEGG","serine protease 23 [EC:3.4.21.-]","up","Pver_g8671"
"K09627",0.0438422473105652,0.99918975038161,1,6,"KEGG","serine protease 23 [EC:3.4.21.-]","up","Pver_g11681"
"K09627",0.0438422473105652,0.99918975038161,1,6,"KEGG","serine protease 23 [EC:3.4.21.-]","up","Pver_g16700"
"K09627",0.0438422473105652,0.99918975038161,1,6,"KEGG","serine protease 23 [EC:3.4.21.-]","up","Pver_g26420"
"K19921",0.0443855921801073,0.999202182585147,1,5,"KEGG","polycystic kidney disease and receptor for egg jelly-related protein","up","Pver_g82"
"K19921",0.0443855921801073,0.999202182585147,1,5,"KEGG","polycystic kidney disease and receptor for egg jelly-related protein","up","Pver_g5948"
"K19921",0.0443855921801073,0.999202182585147,1,5,"KEGG","polycystic kidney disease and receptor for egg jelly-related protein","up","Pver_g13607"
"K19921",0.0443855921801073,0.999202182585147,1,5,"KEGG","polycystic kidney disease and receptor for egg jelly-related protein","up","Pver_g15331"
"K19921",0.0443855921801073,0.999202182585147,1,5,"KEGG","polycystic kidney disease and receptor for egg jelly-related protein","up","Pver_g26304"
"K23881",0.00258979705624434,1,1,1,"KEGG","tectonin beta-propeller repeat-containing protein 2","down","Pver_g13298"
"K06234",0.00292360169194975,1,1,1,"KEGG","Ras-related protein Rab-23","down","Pver_g71"
"K24482",0.00296793231734824,1,1,1,"KEGG","cytokine receptor-like factor 3","down","Pver_g696"
"K03213",0.0029752609681883,1,1,1,"KEGG","naked cuticle","down","Pver_g13481"
"K04346",0.0029964882925723,1,1,1,"KEGG","guanine nucleotide-binding protein subunit alpha-12","down","Pver_g4609"
"K11344",0.00300446461361454,1,1,1,"KEGG","chromatin modification-related protein EAF6","down","Pver_g1867"
"K00809",0.00301068010599426,1,1,1,"KEGG","deoxyhypusine synthase [EC:2.5.1.46]","down","Pver_g15382"
"K00993",0.00302390987148831,1,1,1,"KEGG","ethanolaminephosphotransferase [EC:2.7.8.1]","down","Pver_g5863"
"K06875",0.00302624547361874,1,1,1,"KEGG","programmed cell death protein 5","down","Pver_g14"
"K23406",0.00303909430685061,1,1,1,"KEGG","chromatin complexes subunit BAP18","down","Pver_g12427"
"K21198",0.00304209194368813,1,1,1,"KEGG","gamma-soluble NSF attachment protein","down","Pver_g13474"
"K10667",0.00304549496485241,1,1,1,"KEGG","E3 ubiquitin-protein ligase RNF8 [EC:2.3.2.27]","down","Pver_g23130"
"K15120",0.0030464466850772,1,1,1,"KEGG","solute carrier family 25, member 43","down","Pver_g23231"
"K16782",0.00304823039983347,1,1,1,"KEGG","neuralized-like protein 2","down","Pver_g9534"
"K09349",0.0030482316365857,1,1,1,"KEGG","homeobox protein Nkx-5","down","Pver_g16743"
"K14574",0.003048234210449,1,1,1,"KEGG","ribosome maturation protein SDO1","down","Pver_g5006"
"K12345",0.00304823561224903,1,1,1,"KEGG","3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase [EC:1.3.1.22 1.3.1.94]","down","Pver_g13043"
"K16541",0.00482663165983061,0.999994236688991,1,2,"KEGG","coiled-coil domain-containing protein 14","down","Pver_g13700"
"K16541",0.00482663165983061,0.999994236688991,1,2,"KEGG","coiled-coil domain-containing protein 14","down","Pver_g15034"
"K10703",0.00508050636391011,0.999993613634276,1,2,"KEGG","very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]","down","Pver_g8869"
"K10703",0.00508050636391011,0.999993613634276,1,2,"KEGG","very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]","down","Pver_g9385"
"K03353",0.00518194486265846,0.999993355722579,1,2,"KEGG","anaphase-promoting complex subunit 6","down","Pver_g5996"
"K03353",0.00518194486265846,0.999993355722579,1,2,"KEGG","anaphase-promoting complex subunit 6","down","Pver_g9424"
"K10475",0.00534849882252637,0.999992921149058,1,2,"KEGG","kelch repeat and BTB domain-containing protein 8","down","Pver_g5180"
"K10475",0.00534849882252637,0.999992921149058,1,2,"KEGG","kelch repeat and BTB domain-containing protein 8","down","Pver_g17264"
"K01974",0.00543913950982398,0.999992678848885,1,2,"KEGG","RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]","down","Pver_g15241"
"K01974",0.00543913950982398,0.999992678848885,1,2,"KEGG","RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]","down","Pver_g16339"
"K02886",0.00552345428750448,0.999992449788401,1,2,"KEGG","large subunit ribosomal protein L2","down","Pver_g774"
"K02886",0.00552345428750448,0.999992449788401,1,2,"KEGG","large subunit ribosomal protein L2","down","Pver_g4700"
"K13513",0.00570924598876245,0.99999193255263,1,2,"KEGG","lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]","down","Pver_g14589"
"K13513",0.00570924598876245,0.99999193255263,1,2,"KEGG","lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]","down","Pver_g22809"
"K13513",0.00570924598876245,0.99999193255263,1,2,"KEGG","lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]","down","Pver_novel_model_751_5de57afd"
"K20123",0.00583171556385928,0.999991582204913,1,2,"KEGG","protein kinase C and casein kinase substrate in neurons protein","down","Pver_g10012"
"K20123",0.00583171556385928,0.999991582204913,1,2,"KEGG","protein kinase C and casein kinase substrate in neurons protein","down","Pver_g11124"
"K01800",0.0060238226204004,0.999991017598316,1,2,"KEGG","maleylacetoacetate isomerase [EC:5.2.1.2]","down","Pver_g9166"
"K01800",0.0060238226204004,0.999991017598316,1,2,"KEGG","maleylacetoacetate isomerase [EC:5.2.1.2]","down","Pver_g24887"
"K20368",0.00608651668550159,0.99999082936079,1,2,"KEGG","protein cornichon","down","Pver_g6870"
"K20368",0.00608651668550159,0.99999082936079,1,2,"KEGG","protein cornichon","down","Pver_g8962"
"K22522",0.00608733897066579,0.999990826878889,1,2,"KEGG","cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]","down","Pver_g16367"
"K22522",0.00608733897066579,0.999990826878889,1,2,"KEGG","cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]","down","Pver_g25262"
"K13748",0.00898996318333063,0.999973298350322,1,3,"KEGG","alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","down","Pver_g916"
"K13748",0.00898996318333063,0.999973298350322,1,3,"KEGG","alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","down","Pver_g920"
"K13748",0.00898996318333063,0.999973298350322,1,3,"KEGG","alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","down","Pver_g921"
"K24104",0.00910328824817667,0.999972619513705,1,3,"KEGG","GPN-loop GTPase","down","Pver_g3620"
"K24104",0.00910328824817667,0.999972619513705,1,3,"KEGG","GPN-loop GTPase","down","Pver_g6226"
"K24104",0.00910328824817667,0.999972619513705,1,3,"KEGG","GPN-loop GTPase","down","Pver_g6843"
"K02295",0.0107428679913227,0.999957083084167,1,4,"KEGG","cryptochrome","down","Pver_g2643"
"K02295",0.0107428679913227,0.999957083084167,1,4,"KEGG","cryptochrome","down","Pver_g7747"
"K02295",0.0107428679913227,0.999957083084167,1,4,"KEGG","cryptochrome","down","Pver_g13943"
"K02295",0.0107428679913227,0.999957083084167,1,4,"KEGG","cryptochrome","down","Pver_g13944"
"K08997",0.0109871363926256,0.999955104565894,1,4,"KEGG","serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-]","down","Pver_g774"
"K08997",0.0109871363926256,0.999955104565894,1,4,"KEGG","serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-]","down","Pver_g4700"
"K08997",0.0109871363926256,0.999955104565894,1,4,"KEGG","serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-]","down","Pver_g23430"
"K08997",0.0109871363926256,0.999955104565894,1,4,"KEGG","serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-]","down","Pver_g25690"
"K00326",0.0111321045284189,0.999953909175741,1,4,"KEGG","cytochrome-b5 reductase [EC:1.6.2.2]","down","Pver_g4709"
"K00326",0.0111321045284189,0.999953909175741,1,4,"KEGG","cytochrome-b5 reductase [EC:1.6.2.2]","down","Pver_g6636"
"K00326",0.0111321045284189,0.999953909175741,1,4,"KEGG","cytochrome-b5 reductase [EC:1.6.2.2]","down","Pver_g7160"
"K00326",0.0111321045284189,0.999953909175741,1,4,"KEGG","cytochrome-b5 reductase [EC:1.6.2.2]","down","Pver_g8190"
"K05048",0.0127832507785992,0.999935139212306,1,5,"KEGG","solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20","down","Pver_g4406"
"K05048",0.0127832507785992,0.999935139212306,1,5,"KEGG","solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20","down","Pver_g5144"
"K05048",0.0127832507785992,0.999935139212306,1,5,"KEGG","solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20","down","Pver_g22963"
"K05048",0.0127832507785992,0.999935139212306,1,5,"KEGG","solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20","down","Pver_g22964"
"K05048",0.0127832507785992,0.999935139212306,1,5,"KEGG","solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20","down","Pver_g22965"
"K00546",0.0149813058557869,0.999910836010269,1,5,"KEGG","histamine N-methyltransferase [EC:2.1.1.8]","down","Pver_g5374"
"K00546",0.0149813058557869,0.999910836010269,1,5,"KEGG","histamine N-methyltransferase [EC:2.1.1.8]","down","Pver_g9166"
"K00546",0.0149813058557869,0.999910836010269,1,5,"KEGG","histamine N-methyltransferase [EC:2.1.1.8]","down","Pver_g10925"
"K00546",0.0149813058557869,0.999910836010269,1,5,"KEGG","histamine N-methyltransferase [EC:2.1.1.8]","down","Pver_g17600"
"K00546",0.0149813058557869,0.999910836010269,1,5,"KEGG","histamine N-methyltransferase [EC:2.1.1.8]","down","Pver_g20996"
