"gene"	"pval.treatment"	"adj.pval.treatment"	"SWISS_Description"	"SWISS_Length"	"SWISS_.Hits"	"SWISS_e.Value"	"SWISS_sim.mean"	"SWISS_.GO"	"SWISS_GO.IDs"	"SWISS_GO.Names"	"SWISS_Enzyme.Codes"	"SWISS_Enzyme.Names"	"TREMBL_Description"	"TREMBL_Length"	"TREMBL_.Hits"	"TREMBL_e.Value"	"TREMBL_sim.mean"	"TREMBL_.GO"	"TREMBL_GO.IDs"	"TREMBL_GO.Names"	"TREMBL_Enzyme.Codes"	"TREMBL_Enzyme.Names"	"INTERPRO_Length"	"InterPro.IDs"	"InterPro.GO.IDs"	"InterPro.GO.Names"	"BLAST_Description"	"BLAST_Length"	"BLAST_.Hits"	"BLAST_e.Value"	"BLAST_sim.mean"	"BLAST_.GO"	"BLAST_GO.IDs"	"BLAST_GO.Names"	"BLAST_Enzyme.Codes"	"BLAST_Enzyme.Names"
"Pver_gene_g10204"	1.62762523686746e-07	2.67014726358515e-06	"CFDP2_BOVINCraniofacial development protein 2 OS=Bos taurus OX=9913 GN=CFDP2 PE=1 SV=2"	334	2	1.02e-08	45.78	3	"F:GO:0003824; C:GO:0005634; C:GO:0005737"	"F:catalytic activity; C:nucleus; C:cytoplasm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	333	"IPR036691 (G3DSA:3.60.10.GENE3D); IPR027124 (PANTHER); PTHR23227:SF49 (PANTHER); IPR036691 (SUPERFAMILY)"	NA	NA	"WP_147393937.1"	334	1	8.8e-115	58.16	NA	NA	NA	NA	NA
"Pver_gene_g16999"	1.68773356653756e-07	2.74509143343673e-06	NA	985	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6T914_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00007101 PE=4 SV=1"	985	5	7.1e-136	86.83	1	"P:GO:0009263"	"P:deoxyribonucleotide biosynthetic process"	NA	NA	984	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23409:SF21 (PANTHER); IPR000358 (PANTHER); IPR027417 (SUPERFAMILY)"	"P:GO:0009263"	"P:deoxyribonucleotide biosynthetic process"	"RMX37887.1"	985	1	7.3e-117	82.59	NA	NA	NA	NA	NA
"Pver_gene_g23798"	2.55999290264138e-07	4.1285309268869e-06	NA	392	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SP34_STYPIProtein BTN1 OS=Stylophora pistillata OX=50429 GN=BTN1 PE=3 SV=1"	392	5	5.74e-92	63.31	8	"P:GO:0006468; P:GO:0016310; F:GO:0004672; F:GO:0005524; F:GO:0008270; F:GO:0016301; C:GO:0016020; C:GO:0016021"	"P:protein phosphorylation; P:phosphorylation; F:protein kinase activity; F:ATP binding; F:zinc ion binding; F:kinase activity; C:membrane; C:integral component of membrane"	NA	NA	392	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"PFX30889.1"	392	1	1.7e-80	52.07	5	"P:GO:0006468; F:GO:0004672; F:GO:0005524; C:GO:0016020; C:GO:0016021"	"P:protein phosphorylation; F:protein kinase activity; F:ATP binding; C:membrane; C:integral component of membrane"	NA	NA
"Pver_gene_g23393"	2.70678969679866e-07	4.32858890168727e-06	"PAE4_ARATHPectin acetylesterase 4 OS=Arabidopsis thaliana OX=3702 GN=PAE4 PE=3 SV=1"	1464	5	6.23e-25	62.79	2	"F:GO:0016787; C:GO:0005618"	"F:hydrolase activity; C:cell wall"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	"IPR004963 (PFAM); PTHR33845 (PANTHER); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PROFILES)"	"F:GO:0016787"	"F:hydrolase activity"	"PFX34920.1"	1464	1	0	76.9	NA	NA	NA	NA	NA
"Pver_gene_g19678"	2.91835074131372e-07	4.62579493511051e-06	NA	1202	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4RK08_STYPICxC3 domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene18146 PE=4 SV=1"	1202	5	1.53e-112	56.02	1	"F:GO:0008270"	"F:zinc ion binding"	NA	NA	1201	"IPR040564 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR33104 (PANTHER); cd19757 (CDD)"	NA	NA	"XP_032232016.1"	1202	1	1.3e-139	32.29	NA	NA	NA	NA	NA
"Pver_gene_g22396"	2.94125689515697e-07	4.62579493511051e-06	"YTX2_XENLATransposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1"	179	4	5.63e-27	53.01	4	"P:GO:0006259; F:GO:0004518; F:GO:0005488; F:GO:0016740"	"P:DNA metabolic process; F:nuclease activity; F:binding; F:transferase activity"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	179	"PTHR19446:SF434 (PANTHER); PTHR19446 (PANTHER)"	NA	NA	"HAS45470.1"	179	1	5.5e-71	73.18	NA	NA	NA	NA	NA
"Pver_gene_g9399"	3.07436995461216e-07	4.79551313412044e-06	"TRAF3_MOUSETNF receptor-associated factor 3 OS=Mus musculus OX=10090 GN=Traf3 PE=1 SV=2"	1527	5	1.58e-14	39.94	9	"P:GO:0007165; P:GO:0048583; P:GO:0051171; P:GO:0060255; P:GO:0080090; F:GO:0019899; C:GO:0005737; C:GO:0016020; C:GO:0043231"	"P:signal transduction; P:regulation of response to stimulus; P:regulation of nitrogen compound metabolic process; P:regulation of macromolecule metabolic process; P:regulation of primary metabolic process; F:enzyme binding; C:cytoplasm; C:membrane; C:intracellular membrane-bounded organelle"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1526	"Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); IPR000938 (SMART); IPR001841 (SMART); IPR000938 (PFAM); IPR013083 (G3DSA:3.30.40.GENE3D); IPR001293 (PFAM); G3DSA:1.10.287.950 (GENE3D); PF13923 (PFAM); G3DSA:1.10.287.950 (GENE3D); IPR036859 (G3DSA:2.30.30.GENE3D); IPR013083 (G3DSA:3.30.40.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR36493 (PANTHER); PTHR36493 (PANTHER); PTHR36493:SF7 (PANTHER); PTHR36493:SF7 (PANTHER); IPR017907 (PROSITE_PATTERNS); IPR001293 (PROSITE_PROFILES); IPR001841 (PROSITE_PROFILES); IPR036859 (SUPERFAMILY); SSF58104 (SUPERFAMILY); SSF81321 (SUPERFAMILY); SSF57850 (SUPERFAMILY); IPR036859 (SUPERFAMILY); SSF58104 (SUPERFAMILY); SSF58104 (SUPERFAMILY)"	"F:GO:0008270"	"F:zinc ion binding"	"RMX56687.1"	1527	1	1.4e-98	94.39	1	"F:GO:0003677"	"F:DNA binding"	NA	NA
"Pver_gene_g22671"	3.30652055301966e-07	5.11569805885887e-06	"YRD6_CAEELUncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1"	177	1	1.74e-18	59.84	4	"P:GO:0015074; F:GO:0003676; F:GO:0008270; F:GO:0046872"	"P:DNA integration; F:nucleic acid binding; F:zinc ion binding; F:metal ion binding"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	177	"IPR041588 (PFAM); G3DSA:1.10.340.70 (GENE3D); PTHR24559:SF370 (PANTHER); PTHR24559 (PANTHER)"	NA	NA	"XP_015749209.1"	177	1	8e-83	82.95	NA	NA	NA	NA	NA
"Pver_gene_g22076"	3.55543791323977e-07	5.45645028136716e-06	"POL_IPMAIntracisternal A-particle Pol-related polyprotein (Fragment) OS=Mouse intracisternal a-particle MIA14 OX=11753 GN=pol PE=3 SV=1"	306	5	3.63e-07	43.07	6	"P:GO:0006259; P:GO:0016032; F:GO:0004518; F:GO:0005488; F:GO:0140640; C:GO:0110165"	"P:DNA metabolic process; P:viral process; F:nuclease activity; F:binding; F:catalytic activity, acting on a nucleic acid; C:cellular anatomical entity"	"EC:3.1"	"Acting on ester bonds"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	306	"IPR036397 (G3DSA:3.30.420.GENE3D); IPR001584 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR34072 (PANTHER); IPR001584 (PROSITE_PROFILES); IPR012337 (SUPERFAMILY)"	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	"XP_022803076.1"	306	1	1.6e-110	76.87	NA	NA	NA	NA	NA
"Pver_gene_g4234"	3.66885539613161e-07	5.58546545507076e-06	"DZIP3_HUMANE3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens OX=9606 GN=DZIP3 PE=1 SV=2"	1466	3	4.97e-13	47.55	3	"P:GO:0009987; F:GO:0005515; C:GO:0110165"	"P:cellular process; F:protein binding; C:cellular anatomical entity"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1465	"IPR007111 (PFAM); G3DSA:1.25.40.370 (GENE3D); IPR015943 (G3DSA:2.130.10.GENE3D); IPR015943 (G3DSA:2.130.10.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR041249 (PFAM); PTHR10039 (PANTHER); PTHR10039:SF5 (PANTHER); IPR007111 (PROSITE_PROFILES); IPR011047 (SUPERFAMILY); IPR027417 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"XP_022800399.1"	1466	1	0	74.82	NA	NA	NA	NA	NA
"Pver_gene_g21716"	4.85763486199276e-07	7.33657074791446e-06	"TTC28_HUMANTetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4"	420	5	6.91e-61	51.83	10	"P:GO:0043087; P:GO:0044092; P:GO:0050794; F:GO:0005515; F:GO:0030695; C:GO:0005783; C:GO:0005794; C:GO:0005819; C:GO:0031090; C:GO:0071944"	"P:regulation of GTPase activity; P:negative regulation of molecular function; P:regulation of cellular process; F:protein binding; F:GTPase regulator activity; C:endoplasmic reticulum; C:Golgi apparatus; C:spindle; C:organelle membrane; C:cell periphery"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	420	"IPR019734 (SMART); IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); PF13424 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR10098:SF106 (PANTHER); PTHR10098:SF106 (PANTHER); PTHR10098 (PANTHER); PTHR10098 (PANTHER); PTHR10098:SF106 (PANTHER); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"XP_027059002.1"	420	1	1.2e-07	82.05	NA	NA	NA	NA	NA
"Pver_gene_g8867"	4.91871039631891e-07	7.37031959385424e-06	NA	337	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6UFC5_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00010337 PE=4 SV=1"	337	5	3.57e-113	60.55	3	"P:GO:0015074; F:GO:0003676; F:GO:0008270"	"P:DNA integration; F:nucleic acid binding; F:zinc ion binding"	NA	NA	336	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR46903:SF1 (PANTHER); PTHR46903 (PANTHER)"	NA	NA	"RMX52306.1"	337	1	2.3e-86	74.06	NA	NA	NA	NA	NA
"Pver_gene_g20466"	8.6030262756266e-07	1.27902804707167e-05	NA	314	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4RXG5_STYPIPutative RNA-directed DNA polymerase from transposon X-element OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene14272 PE=4 SV=1"	314	5	2.39e-28	66.23	1	"P:GO:0042981"	"P:regulation of apoptotic process"	NA	NA	313	"IPR001965 (SMART); IPR013083 (G3DSA:3.30.40.GENE3D); IPR019787 (PFAM); mobidb-lite (MOBIDB_LITE); IPR019787 (PROSITE_PROFILES); IPR002219 (PROSITE_PROFILES); IPR011011 (SUPERFAMILY)"	"P:GO:0035556"	"P:intracellular signal transduction"	"XP_020622097.1"	314	1	5e-27	51.67	NA	NA	NA	NA	NA
"Pver_gene_g5808"	8.78216442082735e-07	1.29553944905693e-05	NA	991	NA	NA	NA	NA	NA	NA	NA	NA	"A0A7D9I899_PARCTRNA-directed DNA polymerase from mobile element jockey-like (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A033269 PE=4 SV=1"	991	5	7.48e-95	69.81	6	"P:GO:0006278; P:GO:0006468; F:GO:0003964; F:GO:0004672; F:GO:0008168; F:GO:0016706"	"P:RNA-dependent DNA biosynthetic process; P:protein phosphorylation; F:RNA-directed DNA polymerase activity; F:protein kinase activity; F:methyltransferase activity; F:2-oxoglutarate-dependent dioxygenase activity"	"EC:2.7.1; EC:1.14.11; EC:2.7.7.49; EC:2.1.1"	"Transferring phosphorus-containing groups; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); RNA-directed DNA polymerase; Transferring one-carbon groups"	990	"IPR000477 (PFAM); PTHR47510 (PANTHER); PTHR47510 (PANTHER); PTHR47510:SF1 (PANTHER); PTHR47510:SF1 (PANTHER); PTHR47510:SF1 (PANTHER); PTHR47510 (PANTHER); PTHR47510:SF1 (PANTHER)"	NA	NA	"XP_015778587.1"	991	1	2.2e-68	60.27	NA	NA	NA	NA	NA
"Pver_gene_g9400"	9.21479133809172e-07	1.34890368587604e-05	NA	265	NA	NA	NA	NA	NA	NA	NA	NA	"A0A1X7VMD2_AMPQEUncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1"	265	5	2.52e-45	67.02	NA	NA	NA	NA	NA	263	"G3DSA:3.30.70.2330 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"PFX25870.1"	265	1	2.4e-14	36.6	NA	NA	NA	NA	NA
"Pver_gene_g18982"	9.80133049572175e-07	1.4238115979663e-05	NA	280	NA	NA	NA	NA	NA	NA	NA	NA	NA	280	NA	NA	NA	NA	NA	NA	NA	NA	279	"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"PFX26438.1"	280	1	1.5e-22	100	NA	NA	NA	NA	NA
"Pver_gene_g22454"	1.04333765083356e-06	1.50414511328505e-05	"POL2_DROMERetrovirus-related Pol polyprotein from transposon 297 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	211	5	1.06e-21	57.34	3	"P:GO:0006259; F:GO:0016740; F:GO:0016787"	"P:DNA metabolic process; F:transferase activity; F:hydrolase activity"	"EC:2; EC:3"	"Transferases; Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	211	"G3DSA:3.10.20.370 (GENE3D); IPR041373 (PFAM); PTHR34072 (PANTHER); cd09274 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX22695.1"	211	1	2.9e-111	94.79	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
"Pver_gene_g21393"	1.32967297809411e-06	1.90253208820533e-05	NA	340	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4S1P4_STYPIDDE Tnp4 domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene13083 PE=3 SV=1"	340	5	5.83e-62	71.14	6	"P:GO:0006895; P:GO:0015031; F:GO:0003677; F:GO:0046872; C:GO:0005829; C:GO:0016021"	"P:Golgi to endosome transport; P:protein transport; F:DNA binding; F:metal ion binding; C:cytosol; C:integral component of membrane"	NA	NA	339	"Coil (COILS); IPR027806 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23080 (PANTHER)"	NA	NA	"KXJ06817.1"	340	1	8.5e-73	38.65	NA	NA	NA	NA	NA
"Pver_gene_g5307"	1.70723764573511e-06	2.39877035278681e-05	"NPHP3_DANRENephrocystin-3 OS=Danio rerio OX=7955 GN=nphp3 PE=3 SV=1"	382	5	2.97e-22	57.29	27	"P:GO:0001947; P:GO:0003146; P:GO:0003283; P:GO:0006629; P:GO:0007163; P:GO:0007601; P:GO:0030198; P:GO:0030324; P:GO:0032092; P:GO:0035469; P:GO:0045494; P:GO:0048496; P:GO:0048793; P:GO:0060027; P:GO:0060972; P:GO:0060993; P:GO:0070121; P:GO:0071908; P:GO:0071909; P:GO:0071910; P:GO:0072189; P:GO:0090090; P:GO:1905515; P:GO:2000095; F:GO:0005515; C:GO:0097543; C:GO:0097546"	"P:heart looping; P:heart jogging; P:atrial septum development; P:lipid metabolic process; P:establishment or maintenance of cell polarity; P:visual perception; P:extracellular matrix organization; P:lung development; P:positive regulation of protein binding; P:determination of pancreatic left/right asymmetry; P:photoreceptor cell maintenance; P:maintenance of animal organ identity; P:pronephros development; P:convergent extension involved in gastrulation; P:left/right pattern formation; P:kidney morphogenesis; P:Kupffer's vesicle development; P:determination of intestine left/right asymmetry; P:determination of stomach left/right asymmetry; P:determination of liver left/right asymmetry; P:ureter development; P:negative regulation of canonical Wnt signaling pathway; P:non-motile cilium assembly; P:regulation of Wnt signaling pathway, planar cell polarity pathway; F:protein binding; C:ciliary inversin compartment; C:ciliary base"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	381	"Coil (COILS); IPR019734 (SMART); IPR019734 (PFAM); PF13424 (PFAM); PF13374 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR45641 (PANTHER); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"RMX43608.1"	382	1	1.4e-10	100	2	"F:GO:0003677; F:GO:0046872"	"F:DNA binding; F:metal ion binding"	NA	NA
"Pver_gene_g9317"	1.71430776657386e-06	2.39877035278681e-05	"PIGM_RATGPI mannosyltransferase 1 OS=Rattus norvegicus OX=10116 GN=Pigm PE=2 SV=1"	1370	5	2.95e-60	67.95	4	"P:GO:0006506; F:GO:0000030; C:GO:0016020; C:GO:1990529"	"P:GPI anchor biosynthetic process; F:mannosyltransferase activity; C:membrane; C:glycosylphosphatidylinositol-mannosyltransferase I complex"	"EC:2.4.1"	"Glycosyltransferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1369	"Coil (COILS); IPR016137 (SMART); IPR044926 (G3DSA:1.10.167.GENE3D); IPR016137 (PFAM); IPR007704 (PFAM); IPR044926 (G3DSA:1.10.167.GENE3D); IPR044926 (G3DSA:1.10.167.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR47079 (PANTHER); IPR016137 (PROSITE_PROFILES); IPR016137 (PROSITE_PROFILES); IPR016137 (PROSITE_PROFILES); IPR036305 (SUPERFAMILY); IPR036305 (SUPERFAMILY); IPR036305 (SUPERFAMILY); IPR036305 (SUPERFAMILY)"	"P:GO:0006506; F:GO:0004376; F:GO:0051751; C:GO:0016021"	"P:GPI anchor biosynthetic process; F:glycolipid mannosyltransferase activity; F:alpha-1,4-mannosyltransferase activity; C:integral component of membrane"	"XP_027056723.1"	1370	1	0	98.34	NA	NA	NA	NA	NA
"Pver_gene_g11418"	1.70136110251697e-06	2.39877035278681e-05	NA	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	114	NA	NA	NA	NA	NA	NA	NA	NA	113	"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_g16729"	1.74610714163072e-06	2.41650622741681e-05	"TLR2_CAPIBToll-like receptor 2 OS=Capra ibex OX=72542 GN=TLR2 PE=3 SV=1"	350	5	1.43e-21	57.54	6	"P:GO:0007165; P:GO:0032493; F:GO:0016787; C:GO:0005737; C:GO:0016020; C:GO:0043231"	"P:signal transduction; P:response to bacterial lipoprotein; F:hydrolase activity; C:cytoplasm; C:membrane; C:intracellular membrane-bounded organelle"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	349	"PR01537 (PRINTS); IPR000157 (SMART); IPR000157 (PFAM); IPR035897 (G3DSA:3.40.50.GENE3D); IPR017241 (PANTHER); PTHR24365:SF543 (PANTHER); IPR000157 (PROSITE_PROFILES); IPR035897 (SUPERFAMILY)"	"P:GO:0002224; P:GO:0006955; P:GO:0007165; F:GO:0003953; F:GO:0004888; C:GO:0016021"	"P:toll-like receptor signaling pathway; P:immune response; P:signal transduction; F:NAD+ nucleosidase activity; F:transmembrane signaling receptor activity; C:integral component of membrane"	"XP_027059282.1"	350	1	2.5e-120	62.66	NA	NA	NA	NA	NA
"Pver_gene_g19639"	1.752379712998e-06	2.41650622741681e-05	"SVIL_MOUSESupervillin OS=Mus musculus OX=10090 GN=Svil PE=1 SV=1"	1378	5	2.07e-21	52.37	5	"P:GO:0051016; F:GO:0003785; C:GO:0005737; C:GO:0015629; C:GO:0016020"	"P:barbed-end actin filament capping; F:actin monomer binding; C:cytoplasm; C:actin cytoskeleton; C:membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1378	"IPR007122 (SMART); IPR029006 (G3DSA:3.40.20.GENE3D); IPR007123 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR015628 (PTHR11977:PANTHER); IPR015628 (PTHR11977:PANTHER); IPR007122 (PANTHER); IPR007122 (PANTHER); IPR007122 (PANTHER); SSF55753 (SUPERFAMILY); SSF55753 (SUPERFAMILY); SSF55753 (SUPERFAMILY)"	"P:GO:0007010; F:GO:0051015"	"P:cytoskeleton organization; F:actin filament binding"	"XP_022790763.1"	1378	1	8.6e-124	87.46	NA	NA	NA	NA	NA
"Pver_gene_g22693"	1.79271638672958e-06	2.45434480859453e-05	"YI31B_YEASTTransposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-I PE=1 SV=2"	173	5	4.9e-10	51.47	7	"P:GO:0090304; F:GO:0004518; F:GO:0016740; F:GO:0097159; F:GO:0140640; F:GO:1901363; C:GO:0005634"	"P:nucleic acid metabolic process; F:nuclease activity; F:transferase activity; F:organic cyclic compound binding; F:catalytic activity, acting on a nucleic acid; F:heterocyclic compound binding; C:nucleus"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173	"IPR043128 (G3DSA:3.30.70.GENE3D); G3DSA:3.10.10.10 (GENE3D); PTHR34072 (PANTHER); IPR043502 (SUPERFAMILY)"	NA	NA	"XP_022779406.1"	173	1	1.5e-73	97.92	NA	NA	NA	NA	NA
"Pver_gene_novel_gene_688_5de57afd"	1.84951861888467e-06	2.51402423695538e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_g11823"	2.21068084543481e-06	2.98363521195918e-05	"POLR2_ARATHRetrovirus-related Pol polyprotein from transposon RE2 OS=Arabidopsis thaliana OX=3702 GN=RE2 PE=4 SV=1"	3033	5	2.2e-52	48.77	4	"P:GO:0090304; F:GO:0016787; F:GO:0097159; F:GO:1901363"	"P:nucleic acid metabolic process; F:hydrolase activity; F:organic cyclic compound binding; F:heterocyclic compound binding"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3032	"IPR001878 (SMART); IPR015095 (PFAM); IPR013103 (PFAM); G3DSA:3.10.10.10 (GENE3D); G3DSA:1.10.340.70 (GENE3D); IPR001878 (PFAM); IPR001584 (PFAM); IPR041588 (PFAM); IPR036691 (G3DSA:3.60.10.GENE3D); G3DSA:4.10.60.10 (GENE3D); IPR025398 (PFAM); IPR041577 (PFAM); PF14223 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); IPR018289 (PFAM); IPR036397 (G3DSA:3.30.420.GENE3D); IPR000477 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR34072 (PANTHER); IPR001969 (PROSITE_PATTERNS); IPR001584 (PROSITE_PROFILES); IPR001584 (PROSITE_PROFILES); IPR001878 (PROSITE_PROFILES); cd09274 (CDD); cd09272 (CDD); IPR036691 (SUPERFAMILY); IPR036875 (SUPERFAMILY); IPR043502 (SUPERFAMILY); IPR043502 (SUPERFAMILY); IPR012337 (SUPERFAMILY); IPR012337 (SUPERFAMILY)"	"P:GO:0006508; P:GO:0015074; F:GO:0003676; F:GO:0004190; F:GO:0008168; F:GO:0008270; F:GO:0016706"	"P:proteolysis; P:DNA integration; F:nucleic acid binding; F:aspartic-type endopeptidase activity; F:methyltransferase activity; F:zinc ion binding; F:2-oxoglutarate-dependent dioxygenase activity"	"XP_015772436.1"	3033	1	0	68.46	NA	NA	NA	NA	NA
"Pver_gene_g21344"	2.45594004400607e-06	3.29130556601659e-05	NA	331	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4R7H4_STYPIC2H2-type domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23758 PE=4 SV=1"	331	5	6.57e-100	76.6	4	"P:GO:0009308; F:GO:0005507; F:GO:0008131; F:GO:0048038"	"P:amine metabolic process; F:copper ion binding; F:primary amine oxidase activity; F:quinone binding"	"EC:1.4.3.21"	"Primary-amine oxidase"	331	NA	NA	NA	"PFX29456.1"	331	1	2.5e-77	85.56	NA	NA	NA	NA	NA
